,Company Name,Datum,Status Rocket,Costs (Mio. USD),Status Mission,Site,Country,Rocket,Satellite
0,SpaceX,"Fri Aug 07, 2020 05:12 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L9 & BlackSky']
1,CASC,"Thu Aug 06, 2020 04:01 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['Gaofen-9 04 & Q-SAT']
2,SpaceX,"Tue Aug 04, 2020 23:57 UTC",StatusActive,,Success,"['Pad A, Boca Chica, Texas']",[' USA'],['Starship Prototype'],['150 Meter Hop']
3,Roscosmos,"Thu Jul 30, 2020 21:25 UTC",StatusActive,65.0 ,Success,"['Site 200/39, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/Briz-M'],['Ekspress-80 & Ekspress-103']
4,ULA,"Thu Jul 30, 2020 11:50 UTC",StatusActive,145.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 541'],['Perseverance']
5,CASC,"Sat Jul 25, 2020 03:13 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],"['Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1']"
6,Roscosmos,"Thu Jul 23, 2020 14:26 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-15']
7,CASC,"Thu Jul 23, 2020 04:41 UTC",StatusActive,,Success,"['LC-101, Wenchang Satellite Launch Center']",[' China'],['Long March 5'],['Tianwen-1']
8,SpaceX,"Mon Jul 20, 2020 21:30 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['ANASIS-II']
9,JAXA,"Sun Jul 19, 2020 21:58 UTC",StatusActive,90.0 ,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIA 202'],['Hope Mars Mission']
10,Northrop,"Wed Jul 15, 2020 13:46 UTC",StatusActive,46.0 ,Success,"['LP-0B, Wallops Flight Facility, Virginia']",[' USA'],['Minotaur IV'],['NROL-129']
11,ExPace,"Fri Jul 10, 2020 04:17 UTC",StatusActive,28.3 ,Failure,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 11'],"['Jilin-1 02E, CentiSpace-1 S2']"
12,CASC,"Thu Jul 09, 2020 12:11 UTC",StatusActive,29.15 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Apstar-6D']
13,IAI,"Mon Jul 06, 2020 01:00 UTC",StatusActive,,Success,"['Pad 1, Palmachim Airbase']",[' Israel'],['Shavit-2'],['Ofek-16']
14,CASC,"Sat Jul 04, 2020 23:44 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['Shiyan-6 02']
15,Rocket Lab,"Sat Jul 04, 2020 21:19 UTC",StatusActive,7.5 ,Failure,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['Pics Or It Didn??¦t Happen']
16,CASC,"Fri Jul 03, 2020 03:10 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],['Gaofen Duomo & BY-02']
17,SpaceX,"Tue Jun 30, 2020 20:10 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['GPS III SV03']
18,CASC,"Tue Jun 23, 2020 01:43 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Beidou-3 G3']
19,CASC,"Wed Jun 17, 2020 07:19 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],"['Gaofen-9 03, Pixing III A & HEAD-5']"
20,SpaceX,"Sat Jun 13, 2020 09:21 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L8 & SkySat 16 to 18']
21,Rocket Lab,"Sat Jun 13, 2020 05:12 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],"[""Don't stop me now!""]"
22,CASC,"Wed Jun 10, 2020 18:31 UTC",StatusActive,30.8 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 2C'],['Haiyang-1D']
23,SpaceX,"Thu Jun 04, 2020 01:25 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L7']
24,CASC,"Sun May 31, 2020 08:53 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['Gaofen-9-02 & HEAD-4']
25,SpaceX,"Sat May 30, 2020 19:22 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['SpaceX Demo-2']
26,CASC,"Fri May 29, 2020 20:13 UTC",StatusActive,5.3 ,Success,['Xichang Satellite Launch Center'],[' China'],['Long March 11'],['XJS-G and XJS-H']
27,Virgin Orbit,"Mon May 25, 2020 19:50 UTC",StatusActive,12.0 ,Failure,"['Cosmic Girl, Mojave Air and Space Port, California']",[' USA'],['LauncherOne'],['Demo Flight']
28,VKS RF,"Fri May 22, 2020 07:31 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat-M'],['Cosmos 2546']
29,MHI,"Wed May 20, 2020 17:31 UTC",StatusRetired,112.5 ,Success,"['LA-Y2, Tanegashima Space Center']",[' Japan'],['H-IIB'],['HTV-9']
30,ULA,"Sun May 17, 2020 13:14 UTC",StatusActive,120.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 501'],['OTV-6 (USSF-7)']
31,ExPace,"Tue May 12, 2020 01:16 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],['Xingyun-2 01 (Wuhan) & 02']
32,CASC,"Tue May 05, 2020 10:00 UTC",StatusActive,,Success,"['LC-101, Wenchang Satellite Launch Center']",[' China'],['Long March 5B'],['Test Flight (New Crew Capsule)']
33,Roscosmos,"Sat Apr 25, 2020 01:51 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-14']
34,SpaceX,"Wed Apr 22, 2020 19:30 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L6']
35,IRGC,"Wed Apr 22, 2020 03:59 UTC",StatusActive,,Success,['Launch Plateform'],[' Shahrud Missile Test Site'],['Qased'],['Noor 1']
36,CASC,"Thu Apr 09, 2020 11:46 UTC",StatusActive,29.15 ,Failure,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Nusantara Dua']
37,Roscosmos,"Thu Apr 09, 2020 08:05 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Soyuz MS-16']
38,ULA,"Thu Mar 26, 2020 20:18 UTC",StatusActive,153.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 551'],['AEHF 6']
39,CASC,"Tue Mar 24, 2020 03:43 UTC",StatusActive,30.8 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 2C'],['Yaogan-30-06']
40,Arianespace,"Sat Mar 21, 2020 17:06 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1b/Fregat'],['OneWeb #3']
41,SpaceX,"Wed Mar 18, 2020 12:16 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L5']
42,VKS RF,"Mon Mar 16, 2020 18:28 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat-M'],['Cosmos 2545']
43,CASC,"Mon Mar 16, 2020 13:34 UTC",StatusActive,,Failure,"['LC-201, Wenchang Satellite Launch Center']",[' China'],['Long March 7A'],['XJY-6']
44,CASC,"Mon Mar 09, 2020 11:55 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Beidou-3 G2']
45,SpaceX,"Sat Mar 07, 2020 04:50 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['CRS-20']
46,VKS RF,"Thu Feb 20, 2020 08:24 UTC",StatusActive,48.5 ,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1a/Fregat-M'],['Meridian-M n†\xad19L']
47,CASC,"Wed Feb 19, 2020 21:07 UTC",StatusActive,29.75 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 2D'],['XJS-C to F']
48,Arianespace,"Tue Feb 18, 2020 22:18 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['JCSAT-17 & GEO-KOMPSAT 2B']
49,SpaceX,"Mon Feb 17, 2020 15:05 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L4']
50,Northrop,"Sat Feb 15, 2020 20:21 UTC",StatusActive,85.0 ,Success,"['LP-0A, Wallops Flight Facility, Virginia']",[' USA'],['Antares 230+'],['CRS NG-13']
51,ULA,"Mon Feb 10, 2020 04:03 UTC",StatusActive,115.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 411'],['Solar Orbiter']
52,ISA,"Sun Feb 09, 2020 15:48 UTC",StatusActive,,Failure,"['Imam Khomeini Spaceport, Semnan Space Center']",[' Iran'],['Simorgh'],['Zafar 1']
53,MHI,"Sun Feb 09, 2020 01:34 UTC",StatusActive,90.0 ,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIA 202'],['IGS-Optical 7']
54,Arianespace,"Thu Feb 06, 2020 21:42 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1b/Fregat'],['OneWeb #2']
55,Rocket Lab,"Fri Jan 31, 2020 02:56 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['Birds of a Feather / NROL-151']
56,SpaceX,"Wed Jan 29, 2020 14:06 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L3']
57,SpaceX,"Sun Jan 19, 2020 15:30 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['Crew Dragon Inflight Abort Test']
58,Arianespace,"Thu Jan 16, 2020 21:05 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['Eutelsat Konnect BB4A & GSAT-30']
59,ExPace,"Thu Jan 16, 2020 03:02 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],['Yinhe-1']
60,CASC,"Wed Jan 15, 2020 02:53 UTC",StatusActive,29.75 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 2D'],['Jilin-1 Wideband 01 & ??uSat-7/8']
61,CASC,"Tue Jan 07, 2020 15:20 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['TJSW-5']
62,SpaceX,"Tue Jan 07, 2020 02:19 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L2']
63,CASC,"Fri Dec 27, 2019 12:45 UTC",StatusActive,,Success,"['LC-101, Wenchang Satellite Launch Center']",[' China'],['Long March 5'],['Shijian-20']
64,VKS RF,"Thu Dec 26, 2019 23:11 UTC",StatusRetired,41.8 ,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Rokot/Briz KM'],"['Gonets-M ???24, 25, 26 [block-15] & Blits-M1']"
65,Roscosmos,"Tue Dec 24, 2019 12:03 UTC",StatusActive,65.0 ,Success,"['Site 81/24, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/DM-3'],['Elektro-L n†\xad3']
66,ULA,"Fri Dec 20, 2019 11:36 UTC",StatusActive,,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V N22'],['Starliner OFT']
67,CASC,"Fri Dec 20, 2019 03:22 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],"['CBERS-4A, ETRSS-1 & Others']"
68,Arianespace,"Wed Dec 18, 2019 08:54 UTC",StatusActive,,Success,"['ELS, Guiana Space Centre, French Guiana']",[' France'],['Soyuz ST-A/Fregat-M'],"['CSG-1, CHEOPS & Others']"
69,SpaceX,"Tue Dec 17, 2019 00:10 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['JCSAT-18 / Kacific-1']
70,CASC,"Mon Dec 16, 2019 07:22 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M19 & M20']
71,Blue Origin,"Wed Dec 11, 2019 17:55 UTC",StatusActive,,Success,"['Blue Origin Launch Site, West Texas, Texas']",[' USA'],['New Shepard'],['NS-12']
72,ISRO,"Wed Dec 11, 2019 09:55 UTC",StatusActive,21.0 ,Success,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-QL'],['RISAT 2BR1']
73,VKS RF,"Wed Dec 11, 2019 08:54 UTC",StatusActive,48.5 ,Success,"['Site 43/3, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat'],['Cosmos 2544']
74,ExPace,"Sat Dec 07, 2019 08:52 UTC",StatusActive,,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],['HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B']
75,ExPace,"Sat Dec 07, 2019 02:55 UTC",StatusActive,,Success,['Taiyuan Satellite Launch Center'],[' China'],['Kuaizhou 1A'],['Jilin-1 Gaofen-02B']
76,Roscosmos,"Fri Dec 06, 2019 09:34 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-13 (74P)']
77,Rocket Lab,"Fri Dec 06, 2019 08:18 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['Running Out Of Fingers']
78,SpaceX,"Thu Dec 05, 2019 17:29 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['CRS-19']
79,CASC,"Wed Nov 27, 2019 23:52 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4C'],['Gaofen-12']
80,ISRO,"Wed Nov 27, 2019 03:58 UTC",StatusActive,31.0 ,Success,"['Second Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-XL'],['Cartosat-3 & Rideshares']
81,Arianespace,"Tue Nov 26, 2019 21:23 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['Inmarsat 5 F5 & TIBA-1']
82,VKS RF,"Mon Nov 25, 2019 17:52 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1v/Volga'],['Cosmos 2542 & 2543']
83,CASC,"Sat Nov 23, 2019 00:55 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M21 & M22']
84,ExPace,"Sun Nov 17, 2019 10:00 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],"['KL-Alpha A, KL-Alpha B']"
85,CASC,"Wed Nov 13, 2019 06:35 UTC",StatusActive,,Success,"['LC-16, Taiyuan Satellite Launch Center']",[' China'],['Long March 6'],['Ningxia-1 (x5)']
86,ExPace,"Wed Nov 13, 2019 03:40 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],['Jilin 1-02A']
87,SpaceX,"Mon Nov 11, 2019 14:56 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V1 L1']
88,CASC,"Mon Nov 04, 2019 17:43 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Beidou-3 IGSO-3']
89,CASC,"Sun Nov 03, 2019 03:22 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],['Gaofen-7']
90,Northrop,"Sat Nov 02, 2019 13:59 UTC",StatusActive,85.0 ,Success,"['LP-0A, Wallops Flight Facility, Virginia']",[' USA'],['Antares 230+'],['CRS NG-12']
91,Exos,"Sat Oct 26, 2019 17:40 UTC",StatusActive,,Failure,"['Vertical Launch Area, Spaceport America']",[' New Mexico'],['SARGE'],['Launch 4']
92,CASC,"Thu Oct 17, 2019 15:21 UTC",StatusActive,29.15 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['TJSW-4']
93,Rocket Lab,"Thu Oct 17, 2019 01:22 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['As The Crow Flies']
94,Northrop,"Fri Oct 11, 2019 01:59 UTC",StatusActive,40.0 ,Success,"['Stargazer, Cape Canaveral AFS, Florida']",[' USA'],['Pegasus XL'],['ICON']
95,ILS,"Wed Oct 09, 2019 10:17 UTC",StatusActive,65.0 ,Success,"['Site 200/39, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/Briz-M'],['Eutelsat 5 West B & MEV-1']
96,CASC,"Fri Oct 04, 2019 18:51 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4C'],['Gaofen 10 (Replacement)']
97,VKS RF,"Thu Sep 26, 2019 07:46 UTC",StatusActive,48.5 ,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat'],['Cosmos 2541']
98,Roscosmos,"Wed Sep 25, 2019 13:57 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-15 (61S)']
99,CASC,"Wed Sep 25, 2019 00:54 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['Yunhai-1-02']
100,MHI,"Tue Sep 24, 2019 16:05 UTC",StatusRetired,112.5 ,Success,"['LA-Y2, Tanegashima Space Center']",[' Japan'],['H-IIB'],['HTV-8']
101,CASC,"Sun Sep 22, 2019 21:10 UTC",StatusActive,,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M23 & M24']
102,CASC,"Thu Sep 19, 2019 06:42 UTC",StatusActive,5.3 ,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Long March 11'],['Zhuhai-1 Group 03']
103,CASC,"Thu Sep 12, 2019 03:26 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],"['Ziyuan-2D, BNU-1 & Taurus-1']"
104,ExPace,"Fri Aug 30, 2019 23:41 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],['KX-09 & Others']
105,VKS RF,"Fri Aug 30, 2019 14:00 UTC",StatusRetired,41.8 ,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Rokot/Briz KM'],['Cosmos 2540']
106,ISA,"Thu Aug 29, 2019",StatusActive,,Prelaunch Failure,"['Imam Khomeini Spaceport, Semnan Space Center']",[' Iran'],['Safir-1B+'],['Nahid-1']
107,ULA,"Thu Aug 22, 2019 13:06 UTC",StatusRetired,164.0 ,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],"['Delta IV Medium+ (4,2)']",['GPS III SV02']
108,Roscosmos,"Thu Aug 22, 2019 03:38 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Soyuz MS-14 (60S)']
109,Rocket Lab,"Mon Aug 19, 2019 12:12 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],"['Look Ma, No Hands!']"
110,CASC,"Mon Aug 19, 2019 12:03 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['ChinaSat 18']
111,CASC,"Sat Aug 17, 2019 04:11 UTC",StatusActive,7.5 ,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Jielong-1'],['Tianqi-4 & Others']
112,ULA,"Thu Aug 08, 2019 10:13 UTC",StatusActive,153.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 551'],['AEHF 5']
113,SpaceX,"Tue Aug 06, 2019 23:23 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['AMOS-17']
114,Arianespace,"Tue Aug 06, 2019 19:30 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['EDRS-C/HYLAS 3 & Intelsat 39']
115,Roscosmos,"Mon Aug 05, 2019 21:56 UTC",StatusActive,65.0 ,Success,"['Site 81/24, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/Briz-M'],['Cosmos 2539']
116,Roscosmos,"Wed Jul 31, 2019 12:10 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-12']
117,VKS RF,"Tue Jul 30, 2019 05:56 UTC",StatusActive,48.5 ,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1a/Fregat-M'],['Meridian-M n†\xad18L']
118,CASC,"Fri Jul 26, 2019 03:57 UTC",StatusActive,30.8 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 2C'],['Yaogan-30-05']
119,SpaceX,"Thu Jul 25, 2019 22:01 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['CRS-18']
120,i-Space,"Thu Jul 25, 2019 05:00 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Hyperbola-1'],['CAS-7B & Others']
121,ISRO,"Mon Jul 22, 2019 09:13 UTC",StatusActive,62.0 ,Success,"['Second Launch Pad, Satish Dhawan Space Centre']",[' India'],['GSLV Mk III'],['Chandrayaan-2 lunar mission']
122,Roscosmos,"Sat Jul 20, 2019 16:28 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-13 (59S)']
123,Roscosmos,"Sat Jul 13, 2019 12:31 UTC",StatusActive,65.0 ,Success,"['Site 81/24, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/DM-3'],['Spektr-RG']
124,Arianespace,"Thu Jul 11, 2019 01:53 UTC",StatusActive,37.0 ,Failure,"['ELV-1 (SLV), Guiana Space Centre, French Guiana']",[' France'],['Vega'],['Falcon Eye 1']
125,VKS RF,"Wed Jul 10, 2019 17:14 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1v/Volga'],['Cosmos 2535 to 2538']
126,Roscosmos,"Fri Jul 05, 2019 05:41 UTC",StatusActive,,Success,"['Site 1S, Vostochny Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat-M'],"['Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others']"
127,Exos,"Sat Jun 29, 2019 18:00 UTC",StatusActive,,Partial Failure,"['Vertical Launch Area, Spaceport America']",[' New Mexico'],['SARGE'],['Launch 3']
128,Rocket Lab,"Sat Jun 29, 2019 04:30 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['Make it Rain']
129,SpaceX,"Tue Jun 25, 2019 06:30 UTC",StatusActive,90.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon Heavy'],['STP-2']
130,CASC,"Mon Jun 24, 2019 18:09 UTC",StatusActive,29.15 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Beidou-3 IGSO-2']
131,Arianespace,"Thu Jun 20, 2019 21:43 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['Eutelsat 7C &  AT&T T-16']
132,SpaceX,"Wed Jun 12, 2019 14:17 UTC",StatusActive,50.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 5'],['RADARSAT Constellation']
133,CASC,"Wed Jun 05, 2019 04:06 UTC",StatusActive,5.3 ,Success,['Tai Rui Barge'],[' Yellow Sea'],['Long March 11H'],['Jilin-1 & Others']
134,Roscosmos,"Thu May 30, 2019 17:42 UTC",StatusActive,65.0 ,Success,"['Site 200/39, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/Briz-M'],['Yamal-601']
135,Roscosmos,"Mon May 27, 2019 06:23 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat-M'],['Cosmos 2534']
136,SpaceX,"Fri May 24, 2019 02:30 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Starlink V0.9']
137,CASC,"Wed May 22, 2019 22:55 UTC",StatusActive,64.68 ,Failure,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4C'],['Yaogan Weixing-33']
138,ISRO,"Wed May 22, 2019 00:00 UTC",StatusActive,21.0 ,Success,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-CA'],['RISAT-2B']
139,CASC,"Fri May 17, 2019 15:48 UTC",StatusActive,,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3C/E'],['Beidou-2 G8']
