,Company Name,Datum,Status Rocket,Costs (Mio. USD),Status Mission,Site,Country,Rocket,Satellite
3950,NASA,"Fri Jul 30, 1965 13:00 UTC",StatusRetired,,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],['Saturn I'],['A-105']
3951,RVSN USSR,"Fri Jul 23, 1965 04:33 UTC",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 76']
3952,General Dynamics,"Tue Jul 20, 1965 08:27 UTC",StatusRetired,,Success,"['LC-13, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-D'],['Vela 3A/3B']
3953,RVSN USSR,"Sun Jul 18, 1965 14:38 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Zond 3']
3954,RVSN USSR,"Fri Jul 16, 1965 11:16 UTC",StatusRetired,,Success,"['Site 81/24, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton'],['Proton-1']
3955,RVSN USSR,"Fri Jul 16, 1965 03:31 UTC",StatusRetired,,Success,"['Site 41/15, Baikonur Cosmodrome']",[' Kazakhstan'],['Cosmos-1 (65S3)'],['Cosmos 71 to 75']
3956,RVSN USSR,"Tue Jul 13, 1965 11:00 UTC",StatusRetired,,Failure,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Zenit-2 n†\xad28']
3957,General Dynamics,"Mon Jul 12, 1965 19:00 UTC",StatusRetired,,Failure,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4020']
3958,RVSN USSR,"Fri Jul 02, 1965 06:30 UTC",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 70']
3959,General Dynamics,"Fri Jun 25, 1965 19:30 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4019']
3960,RVSN USSR,"Fri Jun 25, 1965 09:45 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 69']
3961,Martin Marietta,"Fri Jun 18, 1965 14:00 UTC",StatusRetired,,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Titan IIIC'],['Transtage 5']
3962,RVSN USSR,"Tue Jun 15, 1965 09:43 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 68']
3963,RVSN USSR,"Tue Jun 08, 1965 07:41 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Luna 6']
3964,NASA,"Thu Jun 03, 1965 15:15 UTC",StatusRetired,,Success,"['LC-19, Cape Canaveral AFS, Florida']",[' USA'],['Titan II GLV'],['Gemini IV']
3965,General Dynamics,"Fri May 28, 1965 02:54 UTC",StatusRetired,,Failure,"['LC-576B3, Vandenberg AFB, California']",[' USA'],['Atlas-D OV1'],['OV1-3']
3966,General Dynamics,"Thu May 27, 1965 19:30 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4018']
3967,RVSN USSR,"Tue May 25, 1965 10:50 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 67']
3968,NASA,"Tue May 25, 1965 07:35 UTC",StatusRetired,,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],['Saturn I'],['A-104']
3969,RVSN USSR,"Sun May 09, 1965 07:45 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Luna 5']
3970,RVSN USSR,"Fri May 07, 1965 09:29 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 66']
3971,US Air Force,"Thu May 06, 1965 15:00 UTC",StatusRetired,63.23 ,Success,"['SLC-20, Cape Canaveral AFS, Florida']",[' USA'],['Titan IIIA'],['LES 2 & LCS 1']
3972,General Dynamics,"Wed Apr 28, 1965 20:17 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4017']
3973,RVSN USSR,"Fri Apr 23, 1965 01:55 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Molniya-1 n†\xad3']
3974,RVSN USSR,"Sat Apr 17, 1965 09:50 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 65']
3975,RVSN USSR,"Sat Apr 10, 1965 08:15 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['E-6 n†\xad8 (Luna)']
3976,General Dynamics,"Sat Apr 03, 1965 21:25 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['SNAPSHOT']
3977,RVSN USSR,"Thu Mar 25, 1965 10:00 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 64']
3978,NASA,"Tue Mar 23, 1965 14:24 UTC",StatusRetired,,Success,"['LC-19, Cape Canaveral AFS, Florida']",[' USA'],['Titan II GLV'],['Gemini 3']
3979,General Dynamics,"Sun Mar 21, 1965 21:37 UTC",StatusRetired,,Success,"['LC-12, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-B'],['Ranger 9']
3980,RVSN USSR,"Thu Mar 18, 1965 07:00 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Voskhod 2']
3981,RVSN USSR,"Mon Mar 15, 1965 11:00 UTC",StatusRetired,,Success,"['Site 41/15, Baikonur Cosmodrome']",[' Kazakhstan'],['Cosmos-1 (65S3)'],"['Cosmos 61, 62 & 63']"
3982,General Dynamics,"Fri Mar 12, 1965 19:25 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4016']
3983,RVSN USSR,"Fri Mar 12, 1965 09:36 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Cosmos 60']
3984,RVSN USSR,"Sun Mar 07, 1965 08:59 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 59']
3985,General Dynamics,"Tue Mar 02, 1965 13:25 UTC",StatusRetired,,Failure,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3C Centaur-C'],['Surveyor-SD 1']
3986,RVSN USSR,"Fri Feb 26, 1965 05:01 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2M'],['Cosmos 58']
3987,RVSN USSR,"Mon Feb 22, 1965 07:30 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 57']
3988,RVSN USSR,"Sun Feb 21, 1965 11:00 UTC",StatusRetired,,Success,"['Site 41/15, Baikonur Cosmodrome']",[' Kazakhstan'],['Cosmos-1 (65S3)'],"['Cosmos 54, 55 & 56']"
3989,RVSN USSR,"Sat Feb 20, 1965 06:30 UTC",StatusRetired,,Failure,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['DS-A1 #6']
3990,General Dynamics,"Wed Feb 17, 1965 17:05 UTC",StatusRetired,,Success,"['LC-12, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-B'],['Ranger 8']
3991,NASA,"Tue Feb 16, 1965 14:37 UTC",StatusRetired,,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],['Saturn I'],['A-103']
3992,RVSN USSR,"Fri Feb 12, 1965 12:00 UTC",StatusRetired,,Failure,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['DS-P1 You #2']
3993,US Air Force,"Thu Feb 11, 1965 15:19 UTC",StatusRetired,63.23 ,Success,"['SLC-20, Cape Canaveral AFS, Florida']",[' USA'],['Titan IIIA'],['LES 1']
3994,RVSN USSR,"Sat Jan 30, 1965 09:36 UTC",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 53']
3995,General Dynamics,"Sat Jan 23, 1965 20:09 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4015']
3996,General Dynamics,"Thu Jan 21, 1965 20:09 UTC",StatusRetired,,Failure,"['LC-576B3, Vandenberg AFB, California']",[' USA'],['Atlas-D OV1'],['OV1-1']
3997,NASA,"Tue Jan 19, 1965 14:04 UTC",StatusRetired,,Success,"['LC-19, Cape Canaveral AFS, Florida']",[' USA'],['Titan II GLV'],['Gemini 2']
3998,RVSN USSR,"Mon Jan 11, 1965 09:29 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 52']
3999,General Dynamics,"Fri Dec 11, 1964 14:25 UTC",StatusRetired,,Partial Failure,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3C Centaur-C'],['Surveyor-Model 1']
4000,US Air Force,"Thu Dec 10, 1964 16:52 UTC",StatusRetired,63.23 ,Success,"['SLC-20, Cape Canaveral AFS, Florida']",[' USA'],['Titan IIIA'],['Transtage 2']
4001,RVSN USSR,"Wed Dec 09, 1964 23:02 UTC",StatusRetired,,Success,"['Site 86/1, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 51']
4002,General Dynamics,"Fri Dec 04, 1964 18:57 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4014']
4003,RVSN USSR,"Tue Dec 01, 1964",StatusRetired,,Failure,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['DS-2 #2']
4004,RVSN USSR,"Mon Nov 30, 1964 13:12 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Zond 2']
4005,General Dynamics,"Sat Nov 28, 1964 14:22 UTC",StatusRetired,,Success,"['LC-12, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-D'],['Mariner 4']
4006,General Dynamics,"Thu Nov 05, 1964 19:22 UTC",StatusRetired,,Failure,"['LC-13, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-D'],['Mariner 3']
4007,RVSN USSR,"Wed Oct 28, 1964 10:40 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 50']
4008,RVSN USSR,"Sat Oct 24, 1964 05:16 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 49']
4009,RVSN USSR,"Fri Oct 23, 1964",StatusRetired,,Failure,"['Site 41/15, Baikonur Cosmodrome']",[' Kazakhstan'],['Cosmos-1 (65S3)'],"['Strela-1 #4, 5, 6']"
4010,General Dynamics,"Fri Oct 23, 1964 18:30 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4013']
4011,RVSN USSR,"Wed Oct 14, 1964 10:00 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 48']
4012,RVSN USSR,"Mon Oct 12, 1964 07:30 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Voskhod 1']
4013,General Dynamics,"Thu Oct 08, 1964",StatusRetired,,Failure,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4012']
4014,RVSN USSR,"Tue Oct 06, 1964 07:00 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 47']
4015,RVSN USSR,"Thu Sep 24, 1964 12:04 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 46']
4016,General Dynamics,"Wed Sep 23, 1964 13:10 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4011']
4017,NASA,"Fri Sep 18, 1964 16:22 UTC",StatusRetired,,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],['Saturn I'],['A-102']
4018,RVSN USSR,"Sun Sep 13, 1964 09:45 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 45']
4019,General Dynamics,"Sat Sep 05, 1964 01:23 UTC",StatusRetired,,Success,"['LC-12, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-B'],['OGO 1']
4020,US Air Force,"Tue Sep 01, 1964 15:00 UTC",StatusRetired,63.23 ,Failure,"['SLC-20, Cape Canaveral AFS, Florida']",[' USA'],['Titan IIIA'],['Transtage 1']
4021,RVSN USSR,"Fri Aug 28, 1964 16:00 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2M'],['Cosmos 44']
4022,RVSN USSR,"Sat Aug 22, 1964 11:02 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 42 & 43']
4023,RVSN USSR,"Sat Aug 22, 1964 07:21 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Cosmos 41']
4024,RVSN USSR,"Tue Aug 18, 1964 09:15 UTC",StatusRetired,,Success,"['Site 41/15, Baikonur Cosmodrome']",[' Kazakhstan'],['Cosmos-1 (65S3)'],"['Cosmos 38, 39 & 40']"
4025,General Dynamics,"Fri Aug 14, 1964 22:00 UTC",StatusRetired,,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Atlas-SLV3 Agena-D'],['KH-7 Gambit 4010']
4026,RVSN USSR,"Fri Aug 14, 1964 09:30 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 37']
4027,RVSN USSR,"Thu Jul 30, 1964 03:36 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 36']
4028,General Dynamics,"Tue Jul 28, 1964 16:50 UTC",StatusRetired,,Success,"['LC-12, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-B'],['Ranger 7']
4029,General Dynamics,"Fri Jul 17, 1964 02:37 UTC",StatusRetired,,Success,"['LC-13, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-D'],['Vela 2A/2B']
4030,RVSN USSR,"Wed Jul 15, 1964 11:27 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 35']
4031,RVSN USSR,"Fri Jul 10, 1964",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok'],['Elektron 3 & 4']
4032,General Dynamics,"Mon Jul 06, 1964 18:51 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4009']
4033,RVSN USSR,"Wed Jul 01, 1964 11:00 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 34']
4034,General Dynamics,"Tue Jun 30, 1964 14:04 UTC",StatusRetired,,Failure,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3C Centaur-C'],['AC-3 (Test Vehicle)']
4035,RVSN USSR,"Tue Jun 23, 1964 10:00 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 33']
4036,RVSN USSR,"Wed Jun 10, 1964 11:00 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 32']
4037,RVSN USSR,"Sat Jun 06, 1964 06:00 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 31']
4038,RVSN USSR,"Thu Jun 04, 1964 04:00 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Molniya-1 n†\xad1']
4039,NASA,"Thu May 28, 1964 17:07 UTC",StatusRetired,,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],['Saturn I'],['A-101']
4040,General Dynamics,"Tue May 19, 1964 19:21 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4008']
4041,RVSN USSR,"Mon May 18, 1964 09:42 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 30']
4042,RVSN USSR,"Sat Apr 25, 1964 10:21 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 29']
4043,General Dynamics,"Thu Apr 23, 1964 16:19 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4007']
4044,RVSN USSR,"Mon Apr 20, 1964 08:08 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['E-6 n†\xad5 (Luna 5)']
4045,RVSN USSR,"Sun Apr 12, 1964 09:31 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Poliot'],['Poliot-2']
4046,NASA,"Wed Apr 08, 1964 16:01 UTC",StatusRetired,,Success,"['LC-19, Cape Canaveral AFS, Florida']",[' USA'],['Titan II GLV'],['Gemini 1']
4047,RVSN USSR,"Sat Apr 04, 1964 09:45 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 28']
4048,RVSN USSR,"Thu Apr 02, 1964 02:42 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Zond 1']
4049,RVSN USSR,"Fri Mar 27, 1964 03:24 UTC",StatusRetired,,Partial Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Cosmos 27']
4050,RVSN USSR,"Sat Mar 21, 1964 08:15 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['E-6 n†\xad6']
4051,RVSN USSR,"Wed Mar 18, 1964 15:07 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 26']
4052,General Dynamics,"Wed Mar 11, 1964 20:14 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4006']
4053,RVSN USSR,"Thu Feb 27, 1964 13:26 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 25']
4054,General Dynamics,"Tue Feb 25, 1964 18:59 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4005']
4055,RVSN USSR,"Wed Feb 19, 1964 05:47 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['3MV-1 n†\xad2 (Zond 1)']
4056,General Dynamics,"Thu Jan 30, 1964 15:49 UTC",StatusRetired,,Success,"['LC-12, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-B'],['Ranger 6']
4057,RVSN USSR,"Thu Jan 30, 1964 09:45 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok'],['Elektron 1 & 2']
4058,NASA,"Wed Jan 29, 1964 16:25 UTC",StatusRetired,,Success,"['LC-34, Cape Canaveral AFS, Florida']",[' USA'],['Saturn I'],['SA-5']
4059,NASA,"Thu Dec 19, 1963 18:49 UTC",StatusRetired,,Success,"['SLC-5, Vandenberg AFB, California']",[' USA'],['Scout X-4'],['Explorer 19 (AD-A)']
4060,RVSN USSR,"Thu Dec 19, 1963 09:28 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 24']
4061,General Dynamics,"Wed Dec 18, 1963 21:45 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4004']
4062,RVSN USSR,"Fri Dec 13, 1963 14:15 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 23']
4063,RVSN USSR,"Thu Nov 28, 1963 09:19 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Zenit-2 n†\xad14']
4064,General Dynamics,"Wed Nov 27, 1963 19:03 UTC",StatusRetired,,Success,"['SLC-36A, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3C Centaur-B'],['AC-2 (Test Vehicle)']
4065,RVSN USSR,"Sat Nov 16, 1963 10:34 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Voskhod'],['Cosmos 22']
4066,RVSN USSR,"Mon Nov 11, 1963 06:23 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Molniya'],['Cosmos 21']
4067,RVSN USSR,"Fri Nov 01, 1963 08:56 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Poliot'],['Poliot-1']
4068,General Dynamics,"Fri Oct 25, 1963 18:59 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4003']
4069,RVSN USSR,"Thu Oct 24, 1963 04:30 UTC",StatusRetired,,Failure,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['DS-A1 #4']
4070,RVSN USSR,"Fri Oct 18, 1963 09:29 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 20']
4071,General Dynamics,"Thu Oct 17, 1963 02:37 UTC",StatusRetired,,Success,"['LC-13, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-LV3 Agena-D'],['Vela 1A/1B']
4072,US Air Force,"Fri Sep 27, 1963 11:17 UTC",StatusRetired,,Failure,"['SLC-5, Vandenberg AFB, California']",[' USA'],['Scout X-2B'],['DSAP-1 F5 (Program 35)']
4073,General Dynamics,"Fri Sep 06, 1963 19:30 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4002']
4074,RVSN USSR,"Thu Aug 22, 1963 06:00 UTC",StatusRetired,,Failure,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['DS-A1 #3']
4075,RVSN USSR,"Tue Aug 06, 1963 06:00 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 19']
4076,General Dynamics,"Fri Jul 19, 1963 03:51 UTC",StatusRetired,,Success,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-B'],['Midas 9']
4077,General Dynamics,"Fri Jul 12, 1963 20:46 UTC",StatusRetired,,Success,"['SLC-4W, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-D'],['KH-7 Gambit 4001']
4078,RVSN USSR,"Wed Jul 10, 1963 10:03 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Zenit-2 n†\xad12']
4079,US Air Force,"Fri Jun 28, 1963 21:19 UTC",StatusRetired,,Success,"['SLC-5, Vandenberg AFB, California']",[' USA'],['Scout X-4'],['CRL-1 (GRS)']
4080,RVSN USSR,"Sun Jun 16, 1963 09:29 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok'],['Vostok 6']
4081,US Air Force,"Sun Jun 16, 1963 01:49 UTC",StatusRetired,,Success,"['SLC-5, Vandenberg AFB, California']",[' USA'],['Scout X-3'],['Transit-5A 3']
4082,RVSN USSR,"Fri Jun 14, 1963 11:58 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok'],['Vostok 5']
4083,General Dynamics,"Wed Jun 12, 1963",StatusRetired,,Failure,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-B'],['Midas 8']
4084,RVSN USSR,"Sat Jun 01, 1963",StatusRetired,,Failure,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['DS-MT #1']
4085,RVSN USSR,"Fri May 24, 1963 10:34 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 18']
4086,RVSN USSR,"Wed May 22, 1963 03:00 UTC",StatusRetired,,Success,"['Mayak-2, Kapustin Yar']",[' Russia'],['Cosmos-2I (63S1)'],['Cosmos 17']
4087,NASA,"Wed May 15, 1963 13:04 UTC",StatusRetired,,Success,"['LC-14, Cape Canaveral AFS, Florida']",[' USA'],['Atlas-D Mercury'],['Faith 7 (MA-9)']
4088,General Dynamics,"Thu May 09, 1963 20:06 UTC",StatusRetired,,Success,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas-LV3 Agena-B'],['Midas 7']
4089,RVSN USSR,"Sun Apr 28, 1963 08:49 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 16']
4090,US Air Force,"Fri Apr 26, 1963",StatusRetired,,Failure,"['SLC-5, Vandenberg AFB, California']",[' USA'],['Scout X-2M'],['DSAP-1 F4 (Program 35)']
4091,RVSN USSR,"Mon Apr 22, 1963 08:30 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Vostok-2'],['Cosmos 15']
